gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,average_score,highest_score,lowest_score,score_gap,score_std,strongest_subject,weakest_subject,performance_level,consistency,at_risk,performance_profile
female,group B,high school,free/reduced,completed,46,54,58,52.666666666666664,58,46,12,6.110100926607787,Writing,Mathematics,Below Average,Consistent,Not At Risk,Developing Performer
female,group C,associate's degree,standard,completed,71,77,77,75.0,77,71,6,3.4641016151377544,Reading,Mathematics,Good,Highly Consistent,Not At Risk,Balanced High Performer
female,group B,master's degree,free/reduced,completed,52,70,62,61.333333333333336,70,52,18,9.018499505645789,Reading,Mathematics,Average,Consistent,Not At Risk,Language-Oriented
female,group D,some high school,standard,completed,97,100,100,99.0,100,97,3,1.7320508075688772,Reading,Mathematics,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
male,group C,master's degree,free/reduced,completed,62,68,75,68.33333333333333,75,62,13,6.506407098647712,Writing,Mathematics,Average,Consistent,Not At Risk,Developing Performer
female,group C,some college,free/reduced,none,46,64,66,58.666666666666664,66,46,20,11.015141094572204,Writing,Mathematics,Below Average,Moderately Consistent,Not At Risk,Language-Oriented
female,group E,high school,standard,none,50,50,47,49.0,50,47,3,1.7320508075688772,Mathematics,Writing,Poor,Highly Consistent,At Risk,At-Risk Performer
female,group D,associate's degree,standard,none,65,69,70,68.0,70,65,5,2.6457513110645907,Writing,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
male,group C,some high school,free/reduced,completed,45,52,49,48.666666666666664,52,45,7,3.5118845842842465,Reading,Mathematics,Poor,Highly Consistent,At Risk,At-Risk Performer
male,group C,associate's degree,free/reduced,completed,65,67,65,65.66666666666667,67,65,2,1.1547005383792517,Reading,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
male,group E,high school,standard,none,80,76,65,73.66666666666667,80,65,15,7.767453465154029,Mathematics,Writing,Good,Consistent,Not At Risk,Developing Performer
male,group D,some high school,standard,completed,62,66,68,65.33333333333333,68,62,6,3.055050463303893,Writing,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
male,group B,some high school,free/reduced,none,48,52,45,48.333333333333336,52,45,7,3.511884584284246,Reading,Writing,Poor,Highly Consistent,At Risk,At-Risk Performer
female,group C,bachelor's degree,standard,none,77,88,87,84.0,88,77,11,6.082762530298219,Reading,Mathematics,Excellent,Consistent,Not At Risk,Balanced High Performer
female,group E,associate's degree,standard,none,66,65,69,66.66666666666667,69,65,4,2.081665999466133,Writing,Reading,Average,Highly Consistent,Not At Risk,Developing Performer
male,group D,some college,standard,completed,76,83,79,79.33333333333333,83,76,7,3.511884584284246,Reading,Mathematics,Good,Highly Consistent,Not At Risk,Balanced High Performer
female,group B,some high school,standard,none,62,64,66,64.0,66,62,4,2.0,Writing,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
male,group D,some college,standard,completed,77,62,62,67.0,77,62,15,8.660254037844387,Mathematics,Reading,Average,Consistent,Not At Risk,Math-Oriented
female,group C,master's degree,standard,completed,69,84,85,79.33333333333333,85,69,16,8.962886439832502,Writing,Mathematics,Good,Consistent,Not At Risk,Language-Oriented
male,group D,associate's degree,standard,none,61,55,52,56.0,61,52,9,4.58257569495584,Mathematics,Writing,Below Average,Highly Consistent,Not At Risk,Developing Performer
male,group C,some high school,free/reduced,completed,59,69,65,64.33333333333333,69,59,10,5.033222956847166,Reading,Mathematics,Average,Consistent,Not At Risk,Developing Performer
male,group E,high school,free/reduced,none,55,56,51,54.0,56,51,5,2.6457513110645907,Reading,Writing,Below Average,Highly Consistent,Not At Risk,Developing Performer
female,group B,some college,free/reduced,none,45,53,55,51.0,55,45,10,5.291502622129181,Writing,Mathematics,Below Average,Consistent,Not At Risk,Developing Performer
female,group B,bachelor's degree,free/reduced,none,78,79,76,77.66666666666667,79,76,3,1.5275252316519468,Reading,Writing,Good,Highly Consistent,Not At Risk,Balanced High Performer
female,group C,associate's degree,standard,completed,67,84,86,79.0,86,67,19,10.44030650891055,Writing,Mathematics,Good,Moderately Consistent,Not At Risk,Language-Oriented
female,group D,some college,free/reduced,none,65,81,77,74.33333333333333,81,65,16,8.326663997864532,Reading,Mathematics,Good,Consistent,Not At Risk,Language-Oriented
male,group C,associate's degree,standard,none,69,77,69,71.66666666666667,77,69,8,4.618802153517006,Reading,Mathematics,Good,Highly Consistent,Not At Risk,Developing Performer
female,group B,associate's degree,standard,none,57,69,68,64.66666666666667,69,57,12,6.6583281184793925,Reading,Mathematics,Average,Consistent,Not At Risk,Language-Oriented
male,group C,some college,standard,none,59,41,42,47.333333333333336,59,41,18,10.115993936995679,Mathematics,Reading,Poor,Moderately Consistent,At Risk,At-Risk Performer
male,group D,some high school,standard,completed,74,71,78,74.33333333333333,78,71,7,3.511884584284246,Writing,Reading,Good,Highly Consistent,Not At Risk,Balanced High Performer
male,group E,bachelor's degree,standard,none,82,62,62,68.66666666666667,82,62,20,11.547005383792516,Mathematics,Reading,Average,Moderately Consistent,Not At Risk,Math-Oriented
male,group E,high school,standard,completed,81,80,76,79.0,81,76,5,2.6457513110645907,Mathematics,Writing,Good,Highly Consistent,Not At Risk,Balanced High Performer
female,group B,some college,free/reduced,none,74,81,76,77.0,81,74,7,3.605551275463989,Reading,Mathematics,Good,Highly Consistent,Not At Risk,Balanced High Performer
female,group B,some college,free/reduced,none,58,61,66,61.666666666666664,66,58,8,4.041451884327381,Writing,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
male,group D,some high school,free/reduced,completed,80,79,79,79.33333333333333,80,79,1,0.5773502691896257,Mathematics,Reading,Good,Highly Consistent,Not At Risk,Balanced High Performer
male,group C,some college,free/reduced,none,35,28,27,30.0,35,27,8,4.358898943540674,Mathematics,Writing,Poor,Highly Consistent,At Risk,At-Risk Performer
female,group C,high school,free/reduced,none,42,62,60,54.666666666666664,62,42,20,11.015141094572202,Reading,Mathematics,Below Average,Moderately Consistent,Not At Risk,Language-Oriented
male,group C,associate's degree,free/reduced,completed,60,51,56,55.666666666666664,60,51,9,4.509249752822894,Mathematics,Reading,Below Average,Highly Consistent,Not At Risk,Developing Performer
male,group E,high school,standard,completed,87,91,81,86.33333333333333,91,81,10,5.033222956847166,Reading,Writing,Excellent,Consistent,Not At Risk,Balanced High Performer
male,group B,some high school,standard,completed,84,83,75,80.66666666666667,84,75,9,4.932882862316247,Mathematics,Writing,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
female,group E,associate's degree,free/reduced,completed,83,86,88,85.66666666666667,88,83,5,2.5166114784235836,Writing,Mathematics,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
female,group C,high school,free/reduced,none,34,42,39,38.333333333333336,42,34,8,4.041451884327381,Reading,Mathematics,Poor,Highly Consistent,At Risk,At-Risk Performer
male,group B,high school,free/reduced,none,66,77,70,71.0,77,66,11,5.5677643628300215,Reading,Mathematics,Good,Consistent,Not At Risk,Developing Performer
male,group B,some high school,standard,completed,61,56,56,57.666666666666664,61,56,5,2.8867513459481287,Mathematics,Reading,Below Average,Highly Consistent,Not At Risk,Developing Performer
female,group D,high school,standard,completed,56,68,74,66.0,74,56,18,9.16515138991168,Writing,Mathematics,Average,Consistent,Not At Risk,Language-Oriented
male,group B,associate's degree,standard,none,87,85,73,81.66666666666667,87,73,14,7.571877794400365,Mathematics,Writing,Excellent,Consistent,Not At Risk,Balanced High Performer
female,group C,some high school,free/reduced,none,55,65,62,60.666666666666664,65,55,10,5.131601439446884,Reading,Mathematics,Average,Consistent,Not At Risk,Developing Performer
male,group D,some high school,standard,none,86,80,75,80.33333333333333,86,75,11,5.507570547286102,Mathematics,Writing,Excellent,Consistent,Not At Risk,Balanced High Performer
female,group B,associate's degree,standard,completed,52,66,73,63.666666666666664,73,52,21,10.692676621563628,Writing,Mathematics,Average,Moderately Consistent,Not At Risk,Language-Oriented
female,group E,master's degree,free/reduced,none,45,56,54,51.666666666666664,56,45,11,5.8594652770823155,Reading,Mathematics,Below Average,Consistent,Not At Risk,Developing Performer
female,group C,some college,standard,none,72,72,71,71.66666666666667,72,71,1,0.5773502691896257,Mathematics,Writing,Good,Highly Consistent,Not At Risk,Balanced High Performer
male,group D,high school,standard,none,57,50,54,53.666666666666664,57,50,7,3.5118845842842465,Mathematics,Reading,Below Average,Highly Consistent,Not At Risk,Developing Performer
male,group A,some high school,free/reduced,none,68,72,64,68.0,72,64,8,4.0,Reading,Writing,Average,Highly Consistent,Not At Risk,Developing Performer
female,group C,some college,standard,completed,88,95,94,92.33333333333333,95,88,7,3.7859388972001824,Reading,Mathematics,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
male,group D,some college,standard,none,76,64,66,68.66666666666667,76,64,12,6.429100507328637,Mathematics,Reading,Average,Consistent,Not At Risk,Math-Oriented
male,group C,associate's degree,standard,none,46,43,42,43.666666666666664,46,42,4,2.0816659994661326,Mathematics,Writing,Poor,Highly Consistent,At Risk,At-Risk Performer
female,group B,bachelor's degree,standard,none,67,86,83,78.66666666666667,86,67,19,10.214368964029708,Reading,Mathematics,Good,Moderately Consistent,Not At Risk,Language-Oriented
male,group E,some high school,standard,none,92,87,78,85.66666666666667,92,78,14,7.094598884597588,Mathematics,Writing,Excellent,Consistent,Not At Risk,Balanced High Performer
male,group C,bachelor's degree,standard,completed,83,82,84,83.0,84,82,2,1.0,Writing,Reading,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
male,group D,associate's degree,standard,none,80,75,77,77.33333333333333,80,75,5,2.516611478423583,Mathematics,Reading,Good,Highly Consistent,Not At Risk,Balanced High Performer
male,group D,bachelor's degree,free/reduced,none,63,66,67,65.33333333333333,67,63,4,2.081665999466133,Writing,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
female,group D,some high school,standard,completed,64,60,74,66.0,74,60,14,7.211102550927978,Writing,Reading,Average,Consistent,Not At Risk,Developing Performer
male,group B,some college,standard,none,54,52,51,52.333333333333336,54,51,3,1.5275252316519465,Mathematics,Writing,Below Average,Highly Consistent,Not At Risk,Developing Performer
male,group C,associate's degree,standard,none,84,80,80,81.33333333333333,84,80,4,2.3094010767585034,Mathematics,Reading,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
male,group D,high school,free/reduced,completed,73,68,66,69.0,73,66,7,3.605551275463989,Mathematics,Writing,Average,Highly Consistent,Not At Risk,Developing Performer
female,group E,bachelor's degree,standard,none,80,83,83,82.0,83,80,3,1.7320508075688772,Reading,Mathematics,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
female,group D,high school,standard,none,56,52,55,54.333333333333336,56,52,4,2.0816659994661326,Mathematics,Reading,Below Average,Highly Consistent,Not At Risk,Developing Performer
male,group E,some college,standard,none,59,51,43,51.0,59,43,16,8.0,Mathematics,Writing,Below Average,Consistent,Not At Risk,Developing Performer
male,group D,some high school,standard,none,75,74,69,72.66666666666667,75,69,6,3.214550253664318,Mathematics,Writing,Good,Highly Consistent,Not At Risk,Developing Performer
male,group C,associate's degree,standard,none,85,76,71,77.33333333333333,85,71,14,7.094598884597588,Mathematics,Writing,Good,Consistent,Not At Risk,Balanced High Performer
male,group E,associate's degree,standard,none,89,76,74,79.66666666666667,89,74,15,8.144527815247079,Mathematics,Writing,Good,Consistent,Not At Risk,Balanced High Performer
female,group B,high school,standard,completed,58,70,68,65.33333333333333,70,58,12,6.429100507328637,Reading,Mathematics,Average,Consistent,Not At Risk,Language-Oriented
female,group B,high school,standard,none,65,64,62,63.666666666666664,65,62,3,1.5275252316519465,Mathematics,Writing,Average,Highly Consistent,Not At Risk,Developing Performer
male,group C,high school,standard,none,68,60,53,60.333333333333336,68,53,15,7.505553499465135,Mathematics,Writing,Average,Consistent,Not At Risk,Developing Performer
male,group A,some high school,standard,completed,47,49,49,48.333333333333336,49,47,2,1.1547005383792517,Reading,Mathematics,Poor,Highly Consistent,At Risk,At-Risk Performer
female,group D,some college,free/reduced,none,71,83,83,79.0,83,71,12,6.928203230275509,Reading,Mathematics,Good,Consistent,Not At Risk,Balanced High Performer
female,group B,some high school,standard,completed,60,70,70,66.66666666666667,70,60,10,5.773502691896257,Reading,Mathematics,Average,Consistent,Not At Risk,Language-Oriented
male,group D,master's degree,standard,none,80,80,72,77.33333333333333,80,72,8,4.618802153517006,Mathematics,Writing,Good,Highly Consistent,Not At Risk,Balanced High Performer
male,group D,high school,standard,none,54,52,52,52.666666666666664,54,52,2,1.1547005383792517,Mathematics,Reading,Below Average,Highly Consistent,Not At Risk,Developing Performer
female,group E,some college,standard,none,62,73,70,68.33333333333333,73,62,11,5.686240703077327,Reading,Mathematics,Average,Consistent,Not At Risk,Developing Performer
female,group C,associate's degree,free/reduced,none,64,73,68,68.33333333333333,73,64,9,4.509249752822894,Reading,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
male,group C,associate's degree,standard,completed,78,77,77,77.33333333333333,78,77,1,0.5773502691896257,Mathematics,Reading,Good,Highly Consistent,Not At Risk,Balanced High Performer
female,group B,some college,standard,none,70,75,78,74.33333333333333,78,70,8,4.041451884327381,Writing,Mathematics,Good,Highly Consistent,Not At Risk,Balanced High Performer
female,group C,master's degree,free/reduced,completed,65,81,81,75.66666666666667,81,65,16,9.237604307034013,Reading,Mathematics,Good,Consistent,Not At Risk,Language-Oriented
female,group C,some high school,free/reduced,completed,64,79,77,73.33333333333333,79,64,15,8.144527815247079,Reading,Mathematics,Good,Consistent,Not At Risk,Language-Oriented
male,group C,some college,standard,completed,79,79,78,78.66666666666667,79,78,1,0.5773502691896257,Mathematics,Writing,Good,Highly Consistent,Not At Risk,Balanced High Performer
female,group C,some high school,free/reduced,none,44,50,51,48.333333333333336,51,44,7,3.785938897200183,Writing,Mathematics,Poor,Highly Consistent,At Risk,At-Risk Performer
female,group E,high school,standard,none,99,93,90,94.0,99,90,9,4.58257569495584,Mathematics,Writing,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
male,group D,high school,standard,none,76,73,68,72.33333333333333,76,68,8,4.041451884327381,Mathematics,Writing,Good,Highly Consistent,Not At Risk,Developing Performer
male,group D,some high school,free/reduced,none,59,42,41,47.333333333333336,59,41,18,10.115993936995679,Mathematics,Writing,Poor,Moderately Consistent,At Risk,At-Risk Performer
female,group C,bachelor's degree,standard,none,63,75,81,73.0,81,63,18,9.16515138991168,Writing,Mathematics,Good,Consistent,Not At Risk,Language-Oriented
female,group D,high school,standard,none,69,72,77,72.66666666666667,77,69,8,4.041451884327381,Writing,Mathematics,Good,Highly Consistent,Not At Risk,Developing Performer
female,group D,associate's degree,standard,completed,88,92,95,91.66666666666667,95,88,7,3.511884584284246,Writing,Mathematics,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
female,group E,some college,free/reduced,none,71,76,70,72.33333333333333,76,70,6,3.214550253664318,Reading,Writing,Good,Highly Consistent,Not At Risk,Balanced High Performer
male,group C,bachelor's degree,standard,none,69,63,61,64.33333333333333,69,61,8,4.163331998932265,Mathematics,Writing,Average,Highly Consistent,Not At Risk,Developing Performer
male,group C,some college,standard,none,58,49,42,49.666666666666664,58,42,16,8.020806277010644,Mathematics,Writing,Poor,Consistent,At Risk,At-Risk Performer
female,group D,associate's degree,free/reduced,none,47,53,58,52.666666666666664,58,47,11,5.507570547286102,Writing,Mathematics,Below Average,Consistent,Not At Risk,Developing Performer
female,group D,some college,standard,none,65,70,71,68.66666666666667,71,65,6,3.214550253664318,Writing,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
male,group B,some college,standard,completed,88,85,76,83.0,88,76,12,6.244997998398398,Mathematics,Writing,Excellent,Consistent,Not At Risk,Balanced High Performer
male,group C,bachelor's degree,standard,none,83,78,73,78.0,83,73,10,5.0,Mathematics,Writing,Good,Highly Consistent,Not At Risk,Balanced High Performer
female,group C,some high school,standard,completed,85,92,93,90.0,93,85,8,4.358898943540674,Writing,Mathematics,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
female,group E,high school,standard,completed,59,63,75,65.66666666666667,75,59,16,8.326663997864532,Writing,Mathematics,Average,Consistent,Not At Risk,Developing Performer
female,group C,some high school,free/reduced,none,65,86,80,77.0,86,65,21,10.816653826391969,Reading,Mathematics,Good,Moderately Consistent,Not At Risk,Language-Oriented
male,group B,bachelor's degree,free/reduced,none,73,56,57,62.0,73,56,17,9.539392014169456,Mathematics,Reading,Average,Consistent,Not At Risk,Math-Oriented
male,group D,high school,standard,none,53,52,42,49.0,53,42,11,6.082762530298219,Mathematics,Writing,Poor,Consistent,At Risk,At-Risk Performer
male,group D,high school,standard,none,45,48,46,46.333333333333336,48,45,3,1.5275252316519465,Reading,Mathematics,Poor,Highly Consistent,At Risk,At-Risk Performer
female,group D,bachelor's degree,free/reduced,none,73,79,84,78.66666666666667,84,73,11,5.507570547286102,Writing,Mathematics,Good,Consistent,Not At Risk,Balanced High Performer
female,group D,some college,free/reduced,completed,70,78,78,75.33333333333333,78,70,8,4.618802153517006,Reading,Mathematics,Good,Highly Consistent,Not At Risk,Balanced High Performer
female,group B,some high school,standard,none,37,46,46,43.0,46,37,9,5.196152422706632,Reading,Mathematics,Poor,Consistent,At Risk,At-Risk Performer
male,group B,associate's degree,standard,completed,81,82,82,81.66666666666667,82,81,1,0.5773502691896257,Reading,Mathematics,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
male,group E,associate's degree,standard,completed,97,82,88,89.0,97,82,15,7.54983443527075,Mathematics,Reading,Excellent,Consistent,Not At Risk,Balanced High Performer
female,group B,some high school,standard,none,67,89,82,79.33333333333333,89,67,22,11.239810200058244,Reading,Mathematics,Good,Moderately Consistent,Not At Risk,Language-Oriented
male,group B,bachelor's degree,free/reduced,none,88,75,76,79.66666666666667,88,75,13,7.234178138070236,Mathematics,Reading,Good,Consistent,Not At Risk,Balanced High Performer
male,group E,some high school,standard,completed,77,76,77,76.66666666666667,77,76,1,0.5773502691896257,Mathematics,Reading,Good,Highly Consistent,Not At Risk,Balanced High Performer
male,group C,associate's degree,standard,none,76,70,68,71.33333333333333,76,68,8,4.163331998932265,Mathematics,Writing,Good,Highly Consistent,Not At Risk,Developing Performer
male,group D,some high school,standard,none,86,73,70,76.33333333333333,86,70,16,8.504900548115383,Mathematics,Writing,Good,Consistent,Not At Risk,Balanced High Performer
male,group C,some high school,standard,completed,63,60,57,60.0,63,57,6,3.0,Mathematics,Writing,Average,Highly Consistent,Not At Risk,Developing Performer
female,group E,bachelor's degree,standard,none,65,73,75,71.0,75,65,10,5.291502622129181,Writing,Mathematics,Good,Consistent,Not At Risk,Developing Performer
male,group D,high school,free/reduced,completed,78,77,80,78.33333333333333,80,77,3,1.5275252316519468,Writing,Reading,Good,Highly Consistent,Not At Risk,Balanced High Performer
male,group B,associate's degree,free/reduced,none,67,62,60,63.0,67,60,7,3.605551275463989,Mathematics,Writing,Average,Highly Consistent,Not At Risk,Developing Performer
male,group A,some high school,standard,completed,46,41,43,43.333333333333336,46,41,5,2.516611478423583,Mathematics,Reading,Poor,Highly Consistent,At Risk,At-Risk Performer
male,group E,associate's degree,standard,completed,71,74,68,71.0,74,68,6,3.0,Reading,Writing,Good,Highly Consistent,Not At Risk,Developing Performer
male,group C,high school,free/reduced,completed,40,46,50,45.333333333333336,50,40,10,5.033222956847167,Writing,Mathematics,Poor,Consistent,At Risk,At-Risk Performer
male,group D,associate's degree,free/reduced,none,90,87,75,84.0,90,75,15,7.937253933193772,Mathematics,Writing,Excellent,Consistent,Not At Risk,Balanced High Performer
male,group A,some college,free/reduced,completed,81,78,81,80.0,81,78,3,1.7320508075688772,Mathematics,Reading,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
male,group D,some high school,free/reduced,none,56,54,52,54.0,56,52,4,2.0,Mathematics,Writing,Below Average,Highly Consistent,Not At Risk,Developing Performer
female,group C,associate's degree,standard,completed,67,84,81,77.33333333333333,84,67,17,9.073771725877467,Reading,Mathematics,Good,Consistent,Not At Risk,Language-Oriented
male,group B,associate's degree,standard,none,80,76,64,73.33333333333333,80,64,16,8.326663997864532,Mathematics,Writing,Good,Consistent,Not At Risk,Developing Performer
female,group C,associate's degree,standard,completed,74,75,83,77.33333333333333,83,74,9,4.932882862316247,Writing,Mathematics,Good,Highly Consistent,Not At Risk,Balanced High Performer
male,group A,some college,standard,none,69,67,69,68.33333333333333,69,67,2,1.1547005383792517,Mathematics,Reading,Average,Highly Consistent,Not At Risk,Developing Performer
male,group E,some college,standard,completed,99,87,81,89.0,99,81,18,9.16515138991168,Mathematics,Writing,Excellent,Consistent,Not At Risk,Balanced High Performer
male,group C,some high school,standard,none,51,52,44,49.0,52,44,8,4.358898943540674,Reading,Writing,Poor,Highly Consistent,At Risk,At-Risk Performer
female,group B,associate's degree,free/reduced,none,53,71,67,63.666666666666664,71,53,18,9.451631252505216,Reading,Mathematics,Average,Consistent,Not At Risk,Language-Oriented
female,group D,high school,free/reduced,none,49,57,52,52.666666666666664,57,49,8,4.041451884327381,Reading,Mathematics,Below Average,Highly Consistent,Not At Risk,Developing Performer
female,group B,associate's degree,standard,none,73,76,80,76.33333333333333,80,73,7,3.511884584284246,Writing,Mathematics,Good,Highly Consistent,Not At Risk,Balanced High Performer
male,group B,bachelor's degree,standard,none,66,60,57,61.0,66,57,9,4.58257569495584,Mathematics,Writing,Average,Highly Consistent,Not At Risk,Developing Performer
male,group D,bachelor's degree,standard,completed,67,61,68,65.33333333333333,68,61,7,3.7859388972001824,Writing,Reading,Average,Highly Consistent,Not At Risk,Developing Performer
female,group C,associate's degree,free/reduced,completed,68,67,69,68.0,69,67,2,1.0,Writing,Reading,Average,Highly Consistent,Not At Risk,Developing Performer
female,group C,bachelor's degree,standard,completed,59,64,75,66.0,75,59,16,8.18535277187245,Writing,Mathematics,Average,Consistent,Not At Risk,Developing Performer
male,group C,high school,standard,none,71,66,65,67.33333333333333,71,65,6,3.214550253664318,Mathematics,Writing,Average,Highly Consistent,Not At Risk,Developing Performer
female,group D,master's degree,standard,completed,77,82,91,83.33333333333333,91,77,14,7.094598884597588,Writing,Mathematics,Excellent,Consistent,Not At Risk,Balanced High Performer
male,group C,associate's degree,standard,none,83,72,78,77.66666666666667,83,72,11,5.507570547286102,Mathematics,Reading,Good,Consistent,Not At Risk,Balanced High Performer
male,group B,bachelor's degree,standard,none,63,71,69,67.66666666666667,71,63,8,4.163331998932265,Reading,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
female,group D,associate's degree,free/reduced,none,56,65,63,61.333333333333336,65,56,9,4.725815626252609,Reading,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
female,group C,high school,free/reduced,completed,67,79,84,76.66666666666667,84,67,17,8.736894948054106,Writing,Mathematics,Good,Consistent,Not At Risk,Language-Oriented
female,group E,high school,standard,none,75,86,79,80.0,86,75,11,5.5677643628300215,Reading,Mathematics,Excellent,Consistent,Not At Risk,Balanced High Performer
female,group C,some college,standard,none,71,81,80,77.33333333333333,81,71,10,5.507570547286102,Reading,Mathematics,Good,Consistent,Not At Risk,Balanced High Performer
female,group C,some high school,free/reduced,none,43,53,53,49.666666666666664,53,43,10,5.773502691896258,Reading,Mathematics,Poor,Consistent,At Risk,At-Risk Performer
female,group C,high school,free/reduced,none,41,46,43,43.333333333333336,46,41,5,2.516611478423583,Reading,Mathematics,Poor,Highly Consistent,At Risk,At-Risk Performer
female,group C,some college,standard,none,82,90,94,88.66666666666667,94,82,12,6.110100926607786,Writing,Mathematics,Excellent,Consistent,Not At Risk,Balanced High Performer
male,group C,some college,standard,none,61,61,62,61.333333333333336,62,61,1,0.5773502691896258,Writing,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
male,group A,some college,free/reduced,none,28,23,19,23.333333333333332,28,19,9,4.509249752822894,Mathematics,Writing,Poor,Highly Consistent,At Risk,At-Risk Performer
male,group C,associate's degree,standard,completed,82,75,77,78.0,82,75,7,3.605551275463989,Mathematics,Reading,Good,Highly Consistent,Not At Risk,Balanced High Performer
female,group B,some high school,standard,none,41,55,51,49.0,55,41,14,7.211102550927978,Reading,Mathematics,Poor,Consistent,At Risk,At-Risk Performer
male,group C,high school,standard,none,71,60,61,64.0,71,60,11,6.082762530298219,Mathematics,Reading,Average,Consistent,Not At Risk,Math-Oriented
male,group C,associate's degree,standard,none,47,37,35,39.666666666666664,47,35,12,6.429100507328637,Mathematics,Writing,Poor,Consistent,At Risk,At-Risk Performer
male,group E,associate's degree,standard,completed,62,56,53,57.0,62,53,9,4.58257569495584,Mathematics,Writing,Below Average,Highly Consistent,Not At Risk,Developing Performer
male,group B,associate's degree,standard,none,90,78,81,83.0,90,78,12,6.244997998398398,Mathematics,Reading,Excellent,Consistent,Not At Risk,Balanced High Performer
female,group C,bachelor's degree,standard,none,83,93,95,90.33333333333333,95,83,12,6.429100507328636,Writing,Mathematics,Excellent,Consistent,Not At Risk,Balanced High Performer
female,group B,some college,free/reduced,none,61,68,66,65.0,68,61,7,3.605551275463989,Reading,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
male,group D,some high school,standard,completed,76,70,69,71.66666666666667,76,69,7,3.7859388972001824,Mathematics,Writing,Good,Highly Consistent,Not At Risk,Developing Performer
male,group C,associate's degree,standard,none,49,51,43,47.666666666666664,51,43,8,4.163331998932266,Reading,Writing,Poor,Highly Consistent,At Risk,At-Risk Performer
female,group B,some high school,free/reduced,none,24,38,27,29.666666666666668,38,24,14,7.371114795831994,Reading,Mathematics,Poor,Consistent,At Risk,At-Risk Performer
female,group D,some high school,free/reduced,completed,35,55,60,50.0,60,35,25,13.228756555322953,Writing,Mathematics,Below Average,Moderately Consistent,Not At Risk,Language-Oriented
male,group C,high school,free/reduced,none,58,61,52,57.0,61,52,9,4.58257569495584,Reading,Writing,Below Average,Highly Consistent,Not At Risk,Developing Performer
female,group C,high school,standard,none,61,73,63,65.66666666666667,73,61,12,6.429100507328637,Reading,Mathematics,Average,Consistent,Not At Risk,Developing Performer
female,group B,high school,standard,completed,69,76,74,73.0,76,69,7,3.605551275463989,Reading,Mathematics,Good,Highly Consistent,Not At Risk,Developing Performer
male,group D,associate's degree,standard,completed,67,72,67,68.66666666666667,72,67,5,2.8867513459481287,Reading,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
male,group D,some college,standard,none,79,73,67,73.0,79,67,12,6.0,Mathematics,Writing,Good,Consistent,Not At Risk,Developing Performer
female,group C,high school,standard,none,72,80,75,75.66666666666667,80,72,8,4.041451884327381,Reading,Mathematics,Good,Highly Consistent,Not At Risk,Balanced High Performer
male,group B,some college,standard,none,62,61,57,60.0,62,57,5,2.6457513110645907,Mathematics,Writing,Average,Highly Consistent,Not At Risk,Developing Performer
female,group C,bachelor's degree,standard,completed,77,94,95,88.66666666666667,95,77,18,10.115993936995679,Writing,Mathematics,Excellent,Moderately Consistent,Not At Risk,Balanced High Performer
male,group D,high school,free/reduced,none,75,74,66,71.66666666666667,75,66,9,4.932882862316247,Mathematics,Writing,Good,Highly Consistent,Not At Risk,Developing Performer
male,group E,associate's degree,standard,none,87,74,76,79.0,87,74,13,7.0,Mathematics,Reading,Good,Consistent,Not At Risk,Balanced High Performer
female,group B,bachelor's degree,standard,none,52,65,69,62.0,69,52,17,8.888194417315589,Writing,Mathematics,Average,Consistent,Not At Risk,Language-Oriented
male,group E,some college,standard,none,66,57,52,58.333333333333336,66,52,14,7.094598884597588,Mathematics,Writing,Below Average,Consistent,Not At Risk,Developing Performer
female,group C,some college,standard,completed,63,78,80,73.66666666666667,80,63,17,9.29157324317757,Writing,Mathematics,Good,Consistent,Not At Risk,Language-Oriented
female,group C,associate's degree,standard,none,46,58,57,53.666666666666664,58,46,12,6.658328118479393,Reading,Mathematics,Below Average,Consistent,Not At Risk,Language-Oriented
